plan_id,spatial_coverage_rate,capacity_fulfillment_rate,effective_service_rate,served_weighted_satisfaction,served_elderly_proxy_rate,min_community_fulfillment_rate,total_daily_demand,served_daily_demand,unserved_daily_demand,total_effective_daily_demand,total_capacity,total_build_cost_wan,station_count,max_utilization,annual_profit_without_subsidy,locations,scales
14412,1.0,0.849857736874859,0.743884899848211,0.8753052041200016,0.8504222878833103,0.8,8236.672676230217,7000.0,1236.672676230217,6127.136428840011,7000.0,117.0,5,1.0,2251857.0707941595,"C,E,G,I,J","小型,小型,小型,小型,大型"
11325,1.0,0.849857736874859,0.7435033876312022,0.8748562910837895,0.8501937516993282,0.8,8236.672676230217,7000.0,1236.672676230217,6123.994037586526,7000.0,117.0,5,1.0,2251846.4024675596,"A,C,E,G,J","小型,小型,小型,小型,大型"
11582,1.0,0.849857736874859,0.7434621826996217,0.8748078065789217,0.8493961281555844,0.8,8236.672676230217,7000.0,1236.672676230217,6123.654646052451,7000.0,118.0,5,1.0,2251723.6161859664,"A,C,G,I,J","小型,小型,中型,小型,中型"
13955,1.0,0.8498577368748589,0.7434590526668835,0.874804123571046,0.8487065637966038,0.7999999999999999,8236.672676230217,6999.999999999999,1236.6726762302178,6123.628864997321,7000.0,118.0,5,1.0,2252344.955715837,"C,D,E,G,J","小型,小型,中型,小型,中型"
14396,1.0,0.8498577368748589,0.7434590526668835,0.874804123571046,0.8487779088055687,0.7999999999999999,8236.672676230217,6999.999999999999,1236.6726762302178,6123.628864997321,7000.0,118.0,5,1.0,2252306.7333840616,"C,E,G,H,J","小型,小型,中型,小型,中型"
13952,1.0,0.849857736874859,0.7434590526668835,0.8748041235710459,0.8486518665064476,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6123.628864997321,7000.0,118.0,5,1.0,2252374.25920885,"C,D,E,G,J","小型,小型,小型,中型,中型"
14400,1.0,0.849857736874859,0.7434590526668835,0.8748041235710459,0.8487779088055687,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6123.628864997321,7000.0,118.0,5,1.0,2252306.7333840616,"C,E,G,H,J","小型,中型,小型,小型,中型"
11327,1.0,0.849857736874859,0.7433989227262876,0.874733370622656,0.848547310960694,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6123.133594358592,7000.0,118.0,5,1.0,2252447.64499705,"A,C,E,G,J","小型,小型,小型,中型,中型"
11330,1.0,0.849857736874859,0.7433989227262876,0.874733370622656,0.8485473109606941,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6123.133594358592,7000.0,118.0,5,1.0,2252447.64499705,"A,C,E,G,J","小型,小型,中型,小型,中型"
14393,1.0,0.8498577368748589,0.7433585969975965,0.8746859206472762,0.8510962977109205,0.7999999999999999,8236.672676230217,6999.999999999999,1236.6726762302178,6122.801444530933,7000.0,118.0,5,1.0,2250820.7574903686,"C,E,G,H,J","小型,小型,小型,中型,中型"
13950,1.0,0.849857736874859,0.7433585969975965,0.8746859206472761,0.850654293500831,0.8,8236.672676230217,7000.0,1236.672676230217,6122.801444530933,7000.0,117.0,5,1.0,2251592.7841280783,"C,D,E,G,J","小型,小型,小型,小型,大型"
14391,1.0,0.849857736874859,0.7433585969975965,0.8746859206472761,0.850654293500831,0.8,8236.672676230217,7000.0,1236.672676230217,6122.801444530933,7000.0,117.0,5,1.0,2251592.7841280764,"C,E,G,H,J","小型,小型,小型,小型,大型"
13959,1.0,0.849857736874859,0.7433326535110002,0.8746553937891084,0.851231853705596,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6122.587756523759,7000.0,118.0,5,1.0,2250747.0026973505,"C,D,E,G,J","小型,中型,小型,小型,中型"
14207,1.0,0.849857736874859,0.7433173920660161,0.8746374361424083,0.8490422681634551,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6122.462052996858,7000.0,118.0,5,1.0,2252152.9990562336,"C,D,G,I,J","小型,小型,中型,小型,中型"
14547,1.0,0.849857736874859,0.7433173920660161,0.8746374361424083,0.8490422681634551,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6122.462052996858,7000.0,118.0,5,1.0,2252152.9990562354,"C,G,H,I,J","小型,中型,小型,小型,中型"
11393,1.0,0.849857736874859,0.743257277278488,0.8745667010241411,0.8492483493831344,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6121.966907168988,7000.0,118.0,5,1.0,2251929.180020884,"A,C,E,I,J","小型,小型,中型,小型,中型"
11285,1.0,0.849857736874859,0.7432080241377201,0.8745087464528867,0.848547310960694,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6121.561225170207,7000.0,118.0,5,1.0,2252447.64499705,"A,C,E,G,H","小型,小型,小型,中型,中型"
11288,1.0,0.849857736874859,0.7432080241377201,0.8745087464528867,0.8485473109606941,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6121.561225170207,7000.0,118.0,5,1.0,2252447.64499705,"A,C,E,G,H","小型,小型,中型,小型,中型"
14496,1.0,0.849857736874859,0.7431151500813742,0.874399464566853,0.850460436591855,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6120.796251967971,7000.0,117.0,5,1.0,2251702.1417328725,"C,F,G,I,J","小型,小型,小型,小型,大型"
14018,1.0,0.849857736874859,0.7431124866448823,0.8743963305876278,0.8491467943975776,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6120.774314113394,7000.0,118.0,5,1.0,2252055.6940304516,"C,D,E,I,J","小型,小型,中型,小型,中型"
14442,1.0,0.849857736874859,0.7431124866448823,0.8743963305876278,0.849677105957416,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6120.774314113394,7000.0,118.0,5,1.0,2251857.0713784513,"C,E,H,I,J","小型,中型,小型,小型,中型"
12212,1.0,0.849857736874859,0.7430948890408086,0.8743756240583932,0.8502453586215316,0.8,8236.672676230217,7000.0,1236.672676230217,6120.629368408752,7000.0,118.0,5,1.0,2251317.1972964215,"A,E,G,I,J","小型,小型,中型,小型,中型"
11541,1.0,0.849857736874859,0.7430663635368526,0.8743420590242491,0.8484703456241564,0.7999999999999999,8236.672676230217,7000.0,1236.672676230217,6120.3944131697435,7000.0,118.0,5,1.0,2252457.7057078485,"A,C,G,H,I","小型,小型,中型,中型,小型"
14349,1.0,0.849857736874859,0.7429102446602406,0.8741583590120726,0.8506829504803731,0.8,8236.672676230217,7000.0,1236.672676230217,6119.108513084509,7000.0,117.0,5,1.0,2251706.5272186548,"C,E,F,I,J","小型,小型,小型,小型,大型"
