plan_id,spatial_coverage_rate,capacity_fulfillment_rate,effective_service_rate,served_weighted_satisfaction,served_elderly_proxy_rate,min_community_fulfillment_rate,total_daily_demand,served_daily_demand,unserved_daily_demand,total_effective_daily_demand,total_capacity,total_build_cost_wan,station_count,max_utilization,annual_profit_without_subsidy,locations,scales
14412,1.0,0.8175484377091475,0.7152645384803937,0.8748894933792994,0.8175226005106988,0.8,8562.183813370986,7000.000000000001,1562.1838133709853,6124.2264536550965,7000.0,117.0,5,1.0,3141531.9444696936,"C,E,G,I,J","小型,小型,小型,小型,大型"
11582,1.0,0.8175484377091475,0.7149520526187988,0.8745072703241485,0.8173452468042454,0.8,8562.183813370986,7000.000000000001,1562.1838133709853,6121.550892269041,7000.0,118.0,5,1.0,3140946.8146229363,"A,C,G,I,J","小型,小型,中型,小型,中型"
13952,1.0,0.8175484377091474,0.714859669587745,0.8743942702537032,0.8169604284185412,0.8,8562.183813370986,7000.0,1562.1838133709862,6120.759891775922,7000.0,118.0,5,1.0,3141315.2624517316,"C,D,E,G,J","小型,小型,小型,中型,中型"
13955,1.0,0.8175484377091474,0.714859669587745,0.8743942702537032,0.8169791489699092,0.8,8562.183813370986,7000.0,1562.1838133709862,6120.759891775922,7000.0,118.0,5,1.0,3141304.463884239,"C,D,E,G,J","小型,小型,中型,小型,中型"
14396,1.0,0.8175484377091475,0.714859669587745,0.8743942702537031,0.8170389214581759,0.8,8562.183813370986,7000.000000000001,1562.1838133709853,6120.759891775922,7000.0,118.0,5,1.0,3141269.9853458656,"C,E,G,H,J","小型,小型,中型,小型,中型"
14400,1.0,0.8175484377091475,0.714859669587745,0.8743942702537031,0.8170389214581759,0.8,8562.183813370986,7000.000000000001,1562.1838133709853,6120.759891775922,7000.0,118.0,5,1.0,3141269.9853458684,"C,E,G,H,J","小型,中型,小型,小型,中型"
11393,1.0,0.8175484377091475,0.7148454548182719,0.8743768831866896,0.8173452468042454,0.8,8562.183813370986,7000.000000000001,1562.1838133709853,6120.638182306828,7000.0,118.0,5,1.0,3140946.8146229363,"A,C,E,I,J","小型,小型,中型,小型,中型"
14207,1.0,0.8175484377091474,0.7148181667569249,0.8743435052728092,0.8169604284185412,0.8,8562.183813370986,7000.0,1562.1838133709862,6120.404536909665,7000.0,118.0,5,1.0,3141315.262451733,"C,D,G,I,J","小型,小型,中型,小型,中型"
14547,1.0,0.8175484377091474,0.7148181667569249,0.8743435052728092,0.8169604284185412,0.8,8562.183813370986,7000.0,1562.1838133709862,6120.404536909665,7000.0,118.0,5,1.0,3141315.262451734,"C,G,H,I,J","小型,中型,小型,小型,中型"
11327,1.0,0.8175484377091475,0.7147402634316447,0.8742482163312774,0.8170389214581759,0.8,8562.183813370986,7000.000000000001,1562.1838133709853,6119.737514318942,7000.0,118.0,5,1.0,3141269.9853458656,"A,C,E,G,J","小型,小型,小型,中型,中型"
