scenario,community,daily_demand,served_daily_demand,unserved_daily_demand,capacity_fulfillment_rate,effective_daily_demand,served_weighted_satisfaction,actual_stations,spatially_covered,dominant_station,dominant_distance_m,dominant_distance_score,dominant_satisfaction
transition_up,A,879.7188157806432,703.7750526245146,175.94376315612863,0.8,605.2465452570825,0.8599999999999999,J,1,J,500.0,0.9,0.86
transition_up,B,730.1371870214558,730.1371870214558,0.0,1.0,642.5207245788811,0.8799999999999999,J,1,J,300.0,1.0,0.88
transition_up,C,1173.1886321248464,1000.0,173.18863212484644,0.8523778466799733,880.0,0.88,C,1,C,0.0,1.0,0.88
transition_up,D,629.3777527955305,503.5022022364244,125.87555055910605,0.8,433.01189392332503,0.8600000000000001,"I,J",1,J,400.0,0.9,0.86
transition_up,E,981.097303161971,784.8778425295768,196.2194606323942,0.8,689.2126899783736,0.8781145964792627,"E,I",1,E,0.0,1.0,0.88
transition_up,F,523.0651722962409,418.45213783699273,104.61303445924818,0.8,359.86883853981374,0.86,"E,G",1,E,500.0,0.9,0.86
transition_up,G,1088.325740020162,870.6605920161296,217.6651480040323,0.8,766.181320974194,0.88,G,1,G,0.0,1.0,0.88
transition_up,H,664.7589597868904,628.6762302526695,36.0827295342209,0.9457205818695721,553.2350826223492,0.88,J,1,J,300.0,1.0,0.88
transition_up,I,907.1278381139148,725.7022704911319,181.42556762278286,0.8000000000000002,638.617998032196,0.88,I,1,I,0.0,1.0,0.88
transition_up,J,792.770606238881,634.2164849911048,158.55412124777615,0.8,558.1105067921723,0.88,J,1,J,0.0,1.0,0.88
