year,community,self_care,semi_disabled,disabled,elderly_total,monthly_income
5,A,521.214883302485,150.53436284445817,114.3562857314568,786.1055318783999,3400.0
5,B,435.5240654239449,129.372982939755,106.38407998189997,671.2811283455999,3100.0
5,C,668.0101228671442,198.66023315183395,149.08398292502164,1015.7543389439998,3800.0
5,D,391.4910561513923,115.36565321725958,93.76324757214805,600.6199569408,2900.0
5,E,567.678719210054,168.3887273118648,129.53190318688098,865.5993497087999,3500.0
5,F,345.027220243823,101.16656799612798,74.93235087044886,521.1261391103999,2700.0
5,G,626.407940229608,184.84465892797476,142.67321480721697,953.9258139647998,3600.0
5,H,413.53537377189417,122.69383530395658,90.88868714174912,627.1178962175999,3000.0
5,I,533.4246424460185,159.45273328108792,119.72609542809333,812.6034711551998,3300.0
5,J,479.6127006649489,140.374067866874,104.29023836737713,724.2770068992,3200.0
