coverage_rate,covered_elderly,average_satisfaction,min_satisfaction,drop_loss,threshold_drop_loss,distance_drop_loss,response_drop_loss,price_drop_loss,max_utilization,overload,high_util_penalty,annual_profit_yuan,score,station_count,total_capacity,total_build_cost_wan,plan_id,locations,scales
0.4498834498834498,3409.4015202815995,0.3765967365967366,0.8,3618.470261175551,4065.4904967751672,3310.917512636159,4396.008126021119,4169.009112883199,1.0324195048487164,0.03241950484871636,0.18241950484871639,1805135.145649692,-32321.667066351627,1,3000.0,45.0,3,A,大型
0.9999999999999999,7578.410633164799,0.8596270396270396,0.8,65.3615835494399,607.597747617024,196.08475064832004,1894.6026582911998,0.0,1.0560571580085707,0.08846315427843554,0.5372726384497263,3992290.8281854643,-87353.77593774773,3,7000.0,108.0,2330,"C,H,I","小型,大型,大型"
0.9999999999999999,7578.410633164799,0.8619813519813518,0.8,39.30527659391994,591.9639634437119,117.91582978176001,1894.6026582911998,0.0,1.0507720206336448,0.09294193428771225,0.5429419342877123,4010966.071030124,-91829.88505612598,3,7000.0,108.0,1916,"C,D,E","小型,大型,大型"
0.9999999999999999,7578.410633164799,0.8622144522144521,0.8,39.30527659391994,591.9639634437119,117.91582978176001,1894.6026582911998,0.0,1.0507720206336448,0.09365679053343356,0.5436567905334336,4013359.320938996,-92544.75382794417,3,7000.0,108.0,1962,"C,D,G","小型,大型,大型"
0.9999999999999999,7578.410633164799,0.8638927738927737,0.8,39.30527659391994,591.9639634437119,117.91582978176001,1894.6026582911998,0.0,1.0560571580085707,0.09822707166263811,0.5482270716626382,4028544.7777937734,-97115.09258995819,3,7000.0,108.0,2100,"C,E,H","小型,大型,大型"
0.9999999999999999,7578.410633164799,0.8641258741258739,0.8,39.30527659391994,591.9639634437119,117.91582978176001,1894.6026582911998,0.0,1.0560571580085707,0.09894192790835943,0.5489419279083595,4030938.0277026454,-97829.96136177638,3,7000.0,108.0,2261,"C,G,H","小型,大型,大型"
0.9999999999999999,7578.410633164799,0.8589393939393939,0.8,59.090404587263805,584.014581660672,78.16892086656001,1894.6026582911998,0.0,1.0670430107162108,0.10220574829972584,0.5116908722249743,3984418.034697702,-101093.48042238531,3,7000.0,109.0,1280,"B,C,D","中型,大型,中型"
0.9999999999999999,7578.410633164799,0.8655361305361303,0.8300000000000001,15.722110637567924,568.3807974873599,0.0,1894.6026582911998,0.0,1.0610943493293041,0.10326426298337155,0.5532642629833716,4045408.7690909663,-102147.14209546763,3,7000.0,108.0,1306,"B,C,E","大型,小型,大型"
0.9999999999999999,7578.410633164799,0.8657692307692305,0.8300000000000001,15.722110637567924,568.3807974873599,0.0,1894.6026582911998,0.0,1.0610943493293041,0.10397911922909286,0.5539791192290929,4047802.0189998383,-102862.0108672858,3,7000.0,108.0,1352,"B,C,G","大型,小型,大型"
0.8962703962703962,6792.305101286399,0.754988344988345,0.8,799.3545015167998,1299.5472685985278,983.0735471692799,2366.2659774182393,786.1055318783999,1.0953472003146902,0.10511111769889281,0.40511111769889285,3752677.988862116,-104196.73294116216,2,6000.0,90.0,201,"C,E","大型,大型"
