coverage_rate,covered_elderly,average_satisfaction,min_satisfaction,drop_loss,threshold_drop_loss,distance_drop_loss,response_drop_loss,price_drop_loss,max_utilization,overload,high_util_penalty,annual_profit_yuan,score,station_count,total_capacity,total_build_cost_wan,plan_id,locations,scales
0.4498834498834498,3409.4015202815995,0.3765967365967366,0.8,3618.470261175551,4065.4904967751672,3310.9175126361597,4396.008126021119,4169.009112883199,1.016331342203601,0.016331342203601107,0.16633134220360113,1418265.670666324,-16232.92600095265,1,3000.0,45.0,3,A,大型
0.9999999999999999,7578.410633164799,0.8619813519813518,0.8,39.30527659391994,591.9639634437119,117.91582978176001,1894.6026582911998,0.0,1.0344892440641666,0.04984629469243251,0.4934211231152019,3067555.5832703216,-48732.21762266366,3,7000.0,108.0,1916,"C,D,E","小型,大型,大型"
0.9999999999999999,7578.410633164799,0.8622144522144523,0.8,39.30527659391994,591.9639634437119,117.91582978176001,1894.6026582911998,0.0,1.0344892440641666,0.04984629469243251,0.4941243476499786,3069902.170094396,-48732.229497520944,3,7000.0,108.0,1962,"C,D,G","小型,大型,大型"
0.9999999999999999,7578.410633164799,0.8638927738927737,0.8,39.30527659391994,591.9639634437119,117.91582978176001,1894.6026582911998,0.0,1.0396872058837177,0.055044256511983525,0.49861908493475293,3084781.01543256,-53930.244723862306,3,7000.0,108.0,2100,"C,E,H","小型,大型,大型"
0.9999999999999999,7578.410633164799,0.864125874125874,0.8,39.30527659391994,591.9639634437119,117.91582978176001,1894.6026582911998,0.0,1.0396872058837177,0.055044256511983525,0.4993223094695296,3087127.6022566343,-53930.2565987196,3,7000.0,108.0,2261,"C,G,H","小型,大型,大型"
0.9999999999999999,7578.410633164799,0.8596270396270396,0.8,65.3615835494399,607.597747617024,196.08475064832,1894.6026582911998,0.0,1.0396872058837177,0.055044256511983525,0.4877977103903638,3049097.714301697,-53932.85286872604,3,7000.0,108.0,2330,"C,H,I","小型,大型,大型"
0.9999999999999999,7578.410633164799,0.8655361305361304,0.8300000000000001,15.722110637567924,568.3807974873599,0.0,1894.6026582911998,0.0,1.0446219886453945,0.05997903927366033,0.5035538676964297,3101244.070612238,-58859.87992673767,3,7000.0,108.0,1306,"B,C,E","大型,小型,大型"
0.9999999999999999,7578.410633164799,0.8657692307692307,0.8300000000000001,15.722110637567924,568.3807974873599,0.0,1894.6026582911998,0.0,1.0446219886453945,0.05997903927366033,0.5042570922312064,3103590.657436312,-58859.89180159496,3,7000.0,108.0,1352,"B,C,G","大型,小型,大型"
0.9999999999999999,7578.410633164799,0.866037296037296,0.8,26.05630695551996,584.014581660672,78.16892086656,1894.6026582911998,0.0,1.0576348910380462,0.07299194166631207,0.5057453955446923,3108698.460250386,-71876.69830388289,3,7000.0,108.0,2376,"C,I,J","小型,大型,大型"
0.8962703962703962,6792.305101286399,0.754988344988345,0.8,799.3545015167998,1299.5472685985278,983.0735471692799,2366.2659774182393,786.1055318783999,1.0783745563509008,0.07837455635090085,0.37194938477367023,2975440.034671249,-77458.95912714889,2,6000.0,90.0,201,"C,E","大型,大型"
